is_paid,num_subscribers,avg_rating,avg_rating_recent,rating,num_reviews,num_published_lectures,discount_price__amount,discount_price__currency
False,33408,4.44969,4.48307,4.48307,7448,35,455.0,Euro
False,36326,4.3702,4.36866,4.36866,7362,88,455.0,Pound
False,22106,4.42781,4.40904,4.40904,7246,38,455.0,Euro
False,25057,4.56653,4.55885,4.55885,7186,222,455.0,Pound
False,22558,4.54002,4.54419,4.54419,6797,68,455.0,Dollar
False,28717,4.44174,4.4567,4.4567,6623,68,455.0,Euro
False,26929,4.50915,4.48945,4.48945,6471,81,455.0,Euro
True,12728,4.34038,4.34485,4.34485,6401,6,455.0,Pound
True,16778,4.32706,4.25714,4.25714,6325,42,455.0,Pound
False,37953,4.56706,4.57075,4.57075,6195,54,455.0,Dollar
False,17598,4.35379,4.35778,4.35778,6134,18,455.0,Euro
True,25039,4.62258,4.62968,4.62968,6088,48,455.0,Pound
False,15059,4.36463,4.34164,4.34164,6075,31,455.0,Pound
False,36650,4.54274,4.55138,4.55138,5893,43,455.0,Euro
True,26292,4.44952,4.39535,4.39535,5761,30,455.0,Pound
True,25820,4.50586,4.46247,4.46247,5763,637,455.0,Pound
False,25649,4.49939,4.50756,4.50756,5642,208,455.0,Dollar
False,15826,4.42925,4.44982,4.44982,5650,16,455.0,Euro
False,42583,4.55896,4.52606,4.52606,5506,127,455.0,Pound
False,11077,4.38087,4.37153,4.37153,5466,32,455.0,Euro
False,21249,4.45997,4.45327,4.45327,5474,65,455.0,Euro
False,11820,4.40315,4.47804,4.47804,5435,39,455.0,Pound
True,19352,4.38696,4.42045,4.42045,5350,43,455.0,Dollar
True,13396,4.19608,4.14233,4.14233,5177,21,474.0,Euro
False,23854,3.97959,3.98862,3.98862,5148,88,455.0,Pound
True,87181,4.54567,4.58665,4.58665,5018,122,455.0,Pound
False,40950,4.46622,4.4613,4.4613,4960,67,462.0,Euro
True,16937,4.50258,4.49369,4.49369,4903,53,455.0,Euro
False,35638,4.4038,4.48216,4.48216,4857,96,481.0,Euro
False,22310,4.52025,4.58217,4.58217,4849,81,455.0,Dollar
False,18460,4.29765,4.28578,4.28578,4837,65,481.0,Dollar
False,25454,4.39505,4.35907,4.35907,4811,90,455.0,Euro
True,21995,4.31962,4.36721,4.36721,4798,58,455.0,Dollar
False,14661,4.36619,4.3703,4.3703,4763,47,455.0,Pound
True,15327,4.37005,4.36076,4.36076,4733,31,455.0,Euro
True,26377,4.35714,4.3461,4.3461,4619,26,2880.0,Euro
True,17036,4.56581,4.58252,4.58252,4616,99,494.0,Euro
True,14692,4.43296,4.42271,4.42271,4554,49,455.0,Dollar
False,17167,4.37106,4.39583,4.39583,4508,83,455.0,Dollar
True,15562,4.52524,4.52462,4.52462,4466,125,1600.0,Pound
True,13693,4.57537,4.56385,4.56385,4412,29,481.0,Pound
False,16519,4.51699,4.52558,4.52558,4345,91,455.0,Euro
True,18774,4.43962,4.43032,4.43032,4303,66,455.0,Euro
False,25911,4.48485,4.48328,4.48328,4297,257,455.0,Euro
True,13088,4.39762,4.38683,4.38683,4290,57,455.0,Dollar
False,26338,4.5025,4.48832,4.48832,4240,75,488.0,Euro
True,17983,4.46687,4.45915,4.45915,4166,45,455.0,Pound
False,9995,4.38218,4.36972,4.36972,4132,18,455.0,Pound
False,22578,4.55337,4.56349,4.56349,4073,85,455.0,Dollar
True,27968,4.33932,4.32888,4.32888,3914,71,494.0,Pound
True,17839,4.39702,4.42994,4.42994,3869,31,455.0,Dollar
False,10964,4.52812,4.48615,4.48615,3868,24,455.0,Dollar
False,6978,4.32603,4.3116,4.3116,3855,11,455.0,Euro
False,9245,4.32892,4.33758,4.33758,3846,11,455.0,Dollar
False,12904,4.43758,4.4171,4.4171,3845,76,455.0,Pound
True,13754,4.48388,4.47766,4.47766,3824,81,455.0,Dollar
False,15445,4.49911,4.37074,4.37074,3754,398,455.0,Dollar
False,17226,4.52144,4.48169,4.48169,3742,35,455.0,Dollar
True,12864,4.54621,4.57774,4.57774,3672,37,455.0,Dollar
False,16218,4.39599,4.38889,4.38889,3665,87,455.0,Pound
False,20258,4.39798,4.3452,4.3452,3668,40,462.0,Dollar
False,12506,4.36449,4.35506,4.35506,3657,57,455.0,Pound
False,16016,4.53636,4.49352,4.49352,3642,114,455.0,Pound
False,23044,4.44862,4.44526,4.44526,3626,37,455.0,Dollar
False,21310,4.506,4.50923,4.50923,3587,56,455.0,Dollar
False,28811,4.65399,4.66003,4.66003,3586,45,455.0,Euro
False,6153,4.4007,4.41012,4.41012,3589,23,455.0,Dollar
False,77373,4.60651,4.61955,4.61955,3576,62,455.0,Dollar
True,13819,4.41452,4.39808,4.39808,3563,35,455.0,Dollar
False,16756,4.32136,4.26479,4.26479,3557,30,455.0,Pound
True,15174,4.41604,4.40143,4.40143,3543,58,800.0,Dollar
False,11405,4.58471,4.60612,4.60612,3517,55,455.0,Dollar
False,11653,4.40152,4.39118,4.39118,3430,22,455.0,Pound
False,7453,4.36531,4.33452,4.33452,3422,24,455.0,Dollar
False,14644,4.37332,4.31283,4.31283,3401,22,455.0,Euro
True,28894,4.31591,4.28561,4.28561,3394,18,455.0,Dollar
True,9475,4.40617,4.4235,4.4235,3372,51,455.0,Euro
False,14308,4.66115,4.67377,4.67377,3356,122,455.0,Euro
True,83126,4.12876,4.15775,4.15775,3348,66,481.0,Dollar
False,18802,4.64847,4.65102,4.65102,3344,369,455.0,Euro
False,15542,4.45327,4.39867,4.39867,3339,71,455.0,Euro
True,13530,4.28972,4.28834,4.28834,3328,165,488.0,Dollar
True,24847,4.52647,4.52638,4.52638,3305,56,455.0,Euro
False,13712,4.29722,4.26506,4.26506,3290,36,455.0,Euro
True,9876,4.33333,4.3898,4.3898,3270,26,455.0,Euro
True,8111,4.29382,4.34367,4.34367,3262,25,455.0,Pound
False,10924,4.40312,4.45424,4.45424,3242,35,455.0,Dollar
True,16406,4.46085,4.21029,4.21029,3217,120,455.0,Euro
False,14958,4.4156,4.35902,4.35902,3200,247,481.0,Pound
False,19166,4.45363,4.45428,4.45428,3177,135,455.0,Euro
True,12244,4.40347,4.40381,4.40381,3159,46,455.0,Pound
True,28744,4.4,4.39662,4.39662,3116,5,455.0,Dollar
True,23932,4.08065,4.11044,4.11044,3108,11,455.0,Euro
True,7916,4.31579,4.30947,4.30947,3102,11,455.0,Euro
False,8188,4.36296,4.3628,4.3628,3092,44,455.0,Pound
True,7633,4.37472,4.36324,4.36324,3072,48,455.0,Pound
False,13004,4.42586,4.45435,4.45435,3058,77,455.0,Euro
False,9522,4.42308,4.43797,4.43797,3048,51,455.0,Pound
False,8861,4.56059,4.5649,4.5649,3024,34,455.0,Euro
False,8109,4.42071,4.42156,4.42156,2985,12,455.0,Pound
False,7182,4.4698,4.435,4.435,2949,19,455.0,Euro
True,20336,4.40909,4.40392,4.40392,2935,17,494.0,Euro
True,7346,4.52863,4.51829,4.51829,2940,32,455.0,Euro
True,8502,4.25524,4.247,4.247,2909,61,455.0,Dollar
False,20072,4.53756,4.57387,4.57387,2895,43,455.0,Euro
True,19740,4.48284,4.50605,4.50605,2885,56,455.0,Euro
True,7297,4.36401,4.3746,4.3746,2884,27,455.0,Dollar
True,8832,4.24978,4.28929,4.28929,2810,34,455.0,Pound
True,29714,4.33481,4.35075,4.35075,2819,17,455.0,Pound
False,16888,4.41029,4.42242,4.42242,2792,76,455.0,Euro
True,12236,4.59567,4.60274,4.60274,2764,85,455.0,Pound
True,6948,4.39507,4.40222,4.40222,2745,20,455.0,Pound
True,21961,4.56076,4.53399,4.53399,2713,76,455.0,Euro
False,14527,4.10714,4.12178,4.12178,2686,33,455.0,Pound
True,11251,4.51047,4.48389,4.48389,2666,122,455.0,Pound
True,12207,4.51731,4.5961,4.5961,2654,69,455.0,Pound
False,17134,4.50799,4.47349,4.47349,2592,68,455.0,Dollar
False,14265,4.37042,4.32472,4.32472,2578,32,546.0,Dollar
False,14164,4.39474,4.45575,4.45575,2560,58,455.0,Pound
True,10650,4.49112,4.51402,4.51402,2551,46,2080.0,Pound
True,61795,4.61796,4.62425,4.62425,2547,213,455.0,Euro
False,13284,4.67992,4.69332,4.69332,2541,64,462.0,Euro
False,18909,4.42627,4.38812,4.38812,2523,64,520.0,Dollar
True,17758,4.50639,4.46792,4.46792,2529,244,455.0,Euro
False,13359,4.45633,4.48772,4.48772,2513,29,455.0,Dollar
False,26516,4.5875,4.61348,4.61348,2506,17,520.0,Dollar
False,8934,4.40419,4.40936,4.40936,2481,31,455.0,Dollar
False,25650,4.65579,4.67184,4.67184,2475,67,455.0,Pound
False,14976,4.45714,4.48847,4.48847,2465,37,455.0,Euro
True,16397,4.40761,4.40644,4.40644,2460,28,455.0,Dollar
True,10481,4.52916,4.51162,4.51162,2458,66,455.0,Dollar
True,4910,4.24664,4.21767,4.21767,2448,6,455.0,Pound
False,15664,4.54528,4.5405,4.5405,2438,14,474.0,Pound
True,20213,4.44318,4.42275,4.42275,2435,54,455.0,Dollar
True,6806,4.36279,4.39561,4.39561,2432,28,455.0,Euro
False,31777,4.58911,4.5638,4.5638,2420,38,468.0,Dollar
False,56552,4.36765,4.36726,4.36726,2421,91,455.0,Dollar
True,58044,4.43056,4.48663,4.48663,2403,11,455.0,Pound
False,50047,4.07692,4.17734,4.17734,2381,13,455.0,Dollar
False,7130,4.46614,4.4505,4.4505,2360,33,455.0,Dollar
True,4122,4.34501,4.32188,4.32188,2355,41,455.0,Dollar
True,26148,4.37712,4.32759,4.32759,2340,600,488.0,Pound
True,12535,4.25392,4.15825,4.15825,2324,252,455.0,Dollar
False,4488,4.40909,4.36141,4.36141,2322,26,455.0,Euro
False,68110,4.40132,4.41161,4.41161,2319,78,455.0,Euro
False,93749,4.17778,3.99013,3.99013,2309,41,455.0,Pound
False,7355,4.12662,4.15631,4.15631,2299,21,455.0,Euro
True,7816,4.4663,4.46339,4.46339,2283,17,455.0,Dollar
False,14725,4.52475,4.53076,4.53076,2277,123,455.0,Dollar
True,14938,4.22952,4.22789,4.22789,2264,17,455.0,Pound
False,5245,4.55323,4.534,4.534,2254,15,455.0,Euro
False,19030,4.22131,4.2177,4.2177,2233,50,455.0,Euro
False,11736,4.56774,4.55794,4.55794,2243,125,455.0,Dollar
False,10905,4.46429,4.50543,4.50543,2211,48,455.0,Pound
True,6173,4.34411,4.34685,4.34685,2216,9,455.0,Dollar
False,14849,4.52747,4.57436,4.57436,2201,93,455.0,Dollar
False,12236,4.35673,4.33008,4.33008,2201,32,455.0,Dollar
False,22613,4.66129,4.64454,4.64454,2187,79,455.0,Dollar
True,7119,4.56776,4.54714,4.54714,2183,43,520.0,Euro
False,11048,4.375,4.39441,4.39441,2179,31,481.0,Dollar
True,6184,4.5246,4.52986,4.52986,2186,19,455.0,Pound
False,10254,4.62903,4.6158,4.6158,2176,61,455.0,Dollar
True,15966,4.19737,4.15017,4.15017,2171,17,455.0,Dollar
True,67181,4.43866,4.47592,4.47592,2149,66,455.0,Dollar
False,44208,4.54703,4.52294,4.52294,2149,66,500.0,Pound
False,9774,4.38747,4.3368,4.3368,2148,43,455.0,Dollar
True,20308,4.59059,4.58394,4.58394,2126,60,507.0,Euro
True,12917,4.54819,4.58137,4.58137,2118,125,455.0,Dollar
True,5835,4.33201,4.29234,4.29234,2120,37,700.0,Pound
True,11762,4.68267,4.60343,4.60343,2113,87,455.0,Euro
True,7068,4.34083,4.25702,4.25702,2114,49,474.0,Pound
False,14029,4.5507,4.55431,4.55431,2104,52,455.0,Pound
False,8284,4.43737,4.43639,4.43639,2105,42,455.0,Euro
True,3834,4.43497,4.39363,4.39363,2101,9,455.0,Pound
True,11122,4.34524,4.29816,4.29816,2086,67,455.0,Dollar
True,6671,4.30429,4.30587,4.30587,2087,51,514.0,Dollar
False,8568,4.52767,4.53305,4.53305,2081,75,455.0,Dollar
True,8339,4.40152,4.3541,4.3541,2068,66,455.0,Euro
True,11307,4.51852,4.52647,4.52647,2062,126,455.0,Euro
True,5441,4.3527,4.3197,4.3197,2059,36,455.0,Pound
True,7026,4.18242,4.1871,4.1871,2039,34,481.0,Euro
False,8060,4.59507,4.60537,4.60537,2030,63,455.0,Euro
False,40312,4.4878,4.46166,4.46166,2028,142,455.0,Dollar
False,7807,4.19909,4.15144,4.15144,2045,11,455.0,Dollar
True,11477,4.41181,4.42593,4.42593,2028,16,455.0,Pound
True,29496,4.44518,4.48429,4.48429,2020,493,552.0,Pound
False,6062,4.21774,4.16388,4.16388,2007,19,468.0,Euro
False,5416,4.26867,4.25879,4.25879,2020,5,455.0,Pound
True,5706,4.30268,4.28764,4.28764,2000,38,455.0,Pound
False,27968,4.56731,4.5452,4.5452,1988,65,455.0,Dollar
True,48057,4.36978,4.31345,4.31345,1988,601,514.0,Dollar
True,8633,4.304,4.33751,4.33751,1983,31,455.0,Euro
True,8002,4.47644,4.41913,4.41913,1975,31,455.0,Dollar
False,20515,4.47848,4.4584,4.4584,1963,91,481.0,Pound
False,12507,4.37143,4.43308,4.43308,1948,155,455.0,Dollar
True,5767,4.40571,4.42854,4.42854,1948,32,640.0,Euro
False,9695,4.47945,4.5157,4.5157,1942,40,2080.0,Dollar
False,9448,4.36574,4.42242,4.42242,1925,58,462.0,Dollar
False,12030,4.16207,4.18738,4.18738,1924,60,462.0,Pound
False,27427,4.13793,4.03375,4.03375,1919,32,468.0,Euro
True,9750,4.65686,4.66574,4.66574,1908,54,455.0,Euro
False,7990,4.37,4.31627,4.31627,1908,16,455.0,Pound
True,27263,4.43296,4.47479,4.47479,1905,83,455.0,Dollar
False,5204,4.35952,4.37558,4.37558,1909,13,455.0,Euro
True,15456,4.13137,4.11688,4.11688,1876,65,520.0,Pound
True,5228,4.62603,4.65299,4.65299,1866,51,455.0,Dollar
False,9413,4.5026,4.5043,4.5043,1867,49,455.0,Dollar
True,26593,4.5,4.44865,4.44865,1860,25,455.0,Dollar
True,4192,4.33175,4.30299,4.30299,1858,12,455.0,Dollar
True,6789,4.35411,4.35284,4.35284,1850,24,474.0,Euro
True,8803,4.47926,4.52507,4.52507,1843,65,455.0,Dollar
False,12212,4.5,4.49244,4.49244,1841,36,455.0,Euro
False,5976,4.38921,4.37733,4.37733,1837,31,455.0,Dollar
False,8342,4.52301,4.5402,4.5402,1831,49,455.0,Pound
False,12840,4.5297,4.54014,4.54014,1808,77,455.0,Dollar
False,12494,4.60577,4.59075,4.59075,1796,154,468.0,Dollar
True,6425,4.65596,4.62686,4.62686,1793,75,455.0,Dollar
True,10232,4.56552,4.55917,4.55917,1790,47,455.0,Euro
False,5537,4.27941,4.25551,4.25551,1787,86,500.0,Euro
True,9179,4.42051,4.39435,4.39435,1780,30,455.0,Euro
False,56790,4.40441,4.43194,4.43194,1778,91,455.0,Euro
False,19340,4.56488,4.55354,4.55354,1775,68,455.0,Dollar
False,11396,4.64043,4.69311,4.69311,1769,28,455.0,Euro
True,10933,4.38215,4.38941,4.38941,1759,46,455.0,Pound
False,14169,4.28358,4.16461,4.16461,1761,16,455.0,Pound
False,9777,4.55374,4.64015,4.64015,1750,22,455.0,Dollar
False,9096,4.60345,4.59743,4.59743,1742,66,455.0,Euro
False,6227,4.3762,4.32069,4.32069,1746,20,455.0,Euro
False,7068,4.50654,4.50609,4.50609,1725,217,455.0,Dollar
False,4876,4.38746,4.39145,4.39145,1712,33,462.0,Dollar
True,22015,4.52752,4.5148,4.5148,1691,202,455.0,Pound
True,11209,4.14706,4.23505,4.23505,1681,36,468.0,Euro
True,5608,4.25477,4.27659,4.27659,1682,39,455.0,Euro
False,6280,4.40076,4.38991,4.38991,1682,79,481.0,Euro
False,47129,4.3004,4.27268,4.27268,1673,75,455.0,Dollar
False,6752,4.63946,4.65823,4.65823,1667,42,455.0,Pound
True,5890,4.39669,4.39126,4.39126,1673,22,455.0,Pound
True,8268,3.65,3.7593,3.7593,1665,22,455.0,Dollar
False,19443,4.29282,4.2064,4.2064,1666,41,455.0,Dollar
False,5249,4.33283,4.31213,4.31213,1650,14,455.0,Pound
True,4007,4.46516,4.44485,4.44485,1647,24,455.0,Dollar
True,4312,4.40867,4.40901,4.40901,1641,30,455.0,Pound
True,4887,4.48117,4.51484,4.51484,1625,12,455.0,Pound
False,4879,4.42321,4.41869,4.41869,1614,38,455.0,Dollar
True,9048,4.17164,4.11564,4.11564,1601,253,455.0,Euro
False,5611,4.30415,4.28206,4.28206,1598,48,455.0,Euro
False,4450,4.47154,4.47955,4.47955,1596,18,455.0,Dollar
True,6600,4.34549,4.32339,4.32339,1584,39,455.0,Euro
True,6012,4.41513,4.48859,4.48859,1584,29,455.0,Euro
False,44319,4.36842,4.30758,4.30758,1575,49,455.0,Pound
True,6874,4.37028,4.27029,4.27029,1572,76,455.0,Pound
False,31851,4.1129,4.11026,4.11026,1571,57,455.0,Dollar
True,7003,4.30594,4.25381,4.25381,1574,48,494.0,Dollar
False,7247,4.59266,4.61637,4.61637,1571,69,455.0,Euro
False,9068,4.57895,4.61348,4.61348,1565,59,455.0,Euro
False,15619,3.83333,3.89829,3.89829,1551,55,488.0,Pound
False,10313,4.32609,4.34367,4.34367,1586,36,455.0,Dollar
True,6688,4.2312,4.26229,4.26229,1551,61,455.0,Euro
True,4764,4.37974,4.42545,4.42545,1558,30,455.0,Euro
True,5322,4.47549,4.50473,4.50473,1542,27,468.0,Pound
True,6001,4.37267,4.3289,4.3289,1532,28,455.0,Euro
True,10355,4.39267,4.42937,4.42937,1528,26,455.0,Dollar
True,3149,4.3864,4.3888,4.3888,1504,31,455.0,Dollar
True,11241,4.51075,4.51583,4.51583,1499,105,455.0,Euro
True,5530,4.56867,4.48523,4.48523,1488,61,455.0,Pound
True,7338,4.41453,4.36395,4.36395,1494,68,455.0,Pound
False,11418,4.55306,4.55019,4.55019,1470,69,455.0,Euro
True,5048,4.16535,4.17297,4.17297,1450,26,474.0,Pound
True,10347,4.275,4.3345,4.3345,1435,53,455.0,Pound
True,4612,4.46429,4.50821,4.50821,1433,39,2880.0,Euro
True,26248,4.51429,4.47745,4.47745,1432,45,455.0,Pound
False,4361,4.32383,4.3295,4.3295,1423,21,455.0,Dollar
False,4373,4.40741,4.40509,4.40509,1413,26,455.0,Euro
False,12376,4.60274,4.60076,4.60076,1410,28,455.0,Pound
True,7883,4.31485,4.33547,4.33547,1415,28,455.0,Pound
False,5229,4.53982,4.55536,4.55536,1403,54,455.0,Pound
False,3070,4.34298,4.35091,4.35091,1405,29,455.0,Dollar
True,6467,4.63298,4.62812,4.62812,1397,73,455.0,Dollar
False,7537,4.46939,4.50218,4.50218,1397,38,455.0,Euro
True,13356,4.68919,4.64662,4.64662,1395,28,455.0,Pound
True,10033,4.46296,4.46598,4.46598,1389,74,468.0,Dollar
False,2726,4.53774,4.51579,4.51579,1389,32,455.0,Euro
True,13619,4.44545,4.46396,4.46396,1375,57,468.0,Pound
False,2876,4.44643,4.49323,4.49323,1363,10,455.0,Pound
False,5230,4.29858,4.26887,4.26887,1365,21,455.0,Dollar
True,31855,4.41959,4.37283,4.37283,1372,141,455.0,Dollar
True,4936,4.27007,4.23504,4.23504,1350,23,455.0,Euro
True,3660,4.32009,4.31575,4.31575,1347,25,455.0,Dollar
True,8251,4.30097,4.33891,4.33891,1337,67,455.0,Pound
False,22026,4.47917,4.39268,4.39268,1335,109,455.0,Pound
False,18065,4.53947,4.53757,4.53757,1335,55,455.0,Dollar
False,38082,3.9,3.90205,3.90205,1332,45,455.0,Euro
True,16789,4.37687,4.31962,4.31962,1330,59,455.0,Euro
False,15095,4.4951,4.39127,4.39127,1330,70,455.0,Dollar
True,7138,4.55333,4.58557,4.58557,1321,267,3200.0,Pound
True,6902,4.51899,4.32987,4.32987,1313,30,455.0,Dollar
True,15887,4.4543,4.4261,4.4261,1309,47,455.0,Pound
True,13070,4.55303,4.59784,4.59784,1297,64,455.0,Euro
True,3910,4.52532,4.50687,4.50687,1293,19,455.0,Dollar
False,5997,4.02941,4.02658,4.02658,1291,52,960.0,Dollar
True,4137,4.43587,4.4519,4.4519,1297,38,481.0,Dollar
True,7139,4.47414,4.50137,4.50137,1284,45,455.0,Euro
False,4088,4.43407,4.43525,4.43525,1284,28,462.0,Dollar
True,3995,4.44158,4.35828,4.35828,1281,35,455.0,Pound
False,6725,4.67391,4.6396,4.6396,1280,34,455.0,Pound
True,10180,4.47575,4.40275,4.40275,1284,44,455.0,Dollar
False,6117,4.48923,4.48896,4.48896,1280,102,455.0,Pound
False,16968,4.35194,4.33755,4.33755,1278,17,455.0,Pound
True,6457,4.26809,4.22093,4.22093,1276,137,455.0,Euro
True,3468,4.31769,4.30274,4.30274,1274,27,455.0,Dollar
False,16753,4.52439,4.44888,4.44888,1267,102,455.0,Euro
False,3150,4.34494,4.31517,4.31517,1264,12,455.0,Dollar
False,4365,4.46931,4.49064,4.49064,1257,44,455.0,Dollar
False,6124,4.37166,4.39165,4.39165,1256,28,455.0,Euro
False,4542,4.45052,4.42193,4.42193,1257,21,468.0,Dollar
True,17026,4.28571,4.28067,4.28067,1249,22,455.0,Dollar
False,5839,4.42042,4.46669,4.46669,1249,68,455.0,Euro
True,8590,4.39655,4.40892,4.40892,1241,45,455.0,Pound
False,5866,4.15909,4.22549,4.22549,1240,37,468.0,Euro
False,5262,4.609,4.59837,4.59837,1237,63,455.0,Pound
False,6031,4.71053,4.69163,4.69163,1234,17,455.0,Dollar
False,3889,4.3517,4.30781,4.30781,1234,12,455.0,Pound
False,20439,4.12963,4.05844,4.05844,1230,38,455.0,Euro
False,45936,4.15,4.42252,4.42252,1229,13,455.0,Dollar
True,5783,4.48571,4.46986,4.46986,1231,92,455.0,Dollar
False,4120,4.42135,4.48969,4.48969,1227,80,488.0,Pound
False,3649,4.38889,4.42813,4.42813,1226,29,455.0,Dollar
False,4645,4.53358,4.4608,4.4608,1226,57,455.0,Pound
False,9979,4.67647,4.65647,4.65647,1204,56,455.0,Euro
False,2157,4.41164,4.36411,4.36411,1207,30,455.0,Euro
True,5139,4.30983,4.21449,4.21449,1202,37,455.0,Dollar
True,4731,4.32979,4.27536,4.27536,1208,11,455.0,Pound
True,86130,4.27778,4.16463,4.16463,1197,46,455.0,Euro
True,5187,4.40931,4.35819,4.35819,1203,45,455.0,Pound
True,28018,4.19792,4.19479,4.19479,1192,28,462.0,Dollar
True,5662,4.3556,4.36929,4.36929,1192,21,455.0,Dollar
False,10673,4.34375,4.33252,4.33252,1185,561,481.0,Euro
False,7992,4.45886,4.38453,4.38453,1184,77,455.0,Pound
False,5286,4.75,4.78457,4.78457,1171,136,455.0,Pound
True,6012,4.43902,4.48674,4.48674,1174,30,468.0,Euro
True,85960,4.16239,4.21257,4.21257,1168,26,455.0,Euro
False,25930,4.19444,4.21009,4.21009,1168,26,455.0,Dollar
False,4379,4.41857,4.46345,4.46345,1173,38,507.0,Pound
True,5691,4.45677,4.45293,4.45293,1166,328,507.0,Euro
True,19859,4.44361,4.47714,4.47714,1159,68,455.0,Pound
True,4517,4.38889,4.40681,4.40681,1153,35,455.0,Dollar
False,16302,4.29494,4.22467,4.22467,1156,20,455.0,Euro
False,10064,4.7619,4.75447,4.75447,1148,70,455.0,Dollar
True,59838,4.30769,4.30846,4.30846,1139,14,455.0,Euro
False,3582,4.26286,4.27352,4.27352,1142,40,455.0,Dollar
False,4100,4.18807,4.20656,4.20656,1136,32,455.0,Euro
False,5921,4.60831,4.61972,4.61972,1144,505,455.0,Dollar
True,5375,4.48058,4.43481,4.43481,1133,98,455.0,Pound
True,8581,4.63032,4.65956,4.65956,1134,124,455.0,Pound
False,26990,4.35,4.25083,4.25083,1128,10,455.0,Dollar
True,5144,4.47,4.55504,4.55504,1130,10,455.0,Dollar
False,4773,3.94118,3.97821,3.97821,1127,12,455.0,Pound
False,41120,2.55,2.2146,2.2146,1123,6,455.0,Pound
False,7623,4.37762,4.2865,4.2865,1119,72,455.0,Pound
False,24993,4.10714,3.86609,3.86609,1119,25,455.0,Euro
False,24952,4.6125,4.64247,4.64247,1118,72,455.0,Dollar
True,3563,4.37329,4.3425,4.3425,1120,21,462.0,Euro
False,5773,4.07812,4.06542,4.06542,1116,23,455.0,Dollar
True,3676,4.05787,4.0642,4.0642,1110,59,455.0,Pound
False,5722,4.35484,4.38917,4.38917,1103,18,455.0,Euro
True,9044,4.50607,4.51553,4.51553,1104,33,455.0,Pound
False,2855,4.37129,4.32841,4.32841,1100,33,455.0,Dollar
